"contribution_id","debate_date","debate_title","debate_id","paragraphs","primary_info","secondary_info"
"08030572000202","1204675200","EuropeanUnion(Amendment)Bill",3,"“Nuance” was not my word. It is the word of a former head of media for the Liberal Democrats. I will present my own analysis of the changes or similarities between the treaty and the constitution in a moment.  Since when has it been an argument that a Government in this country are absolved of keeping their election commitments because a Government in another country are not doing a similar thing? We cannot say that the election manifestos of parties in the House are invalidated because a referendum is not held in another country.","Lord Hague of Richmond","Conservative"
"08030572000204","1204675200","EuropeanUnion(Amendment)Bill",3,"Will my right hon. Friend give way?","Mr Nigel Evans","Conservative"
"08030572000205","1204675200","EuropeanUnion(Amendment)Bill",3,"I shall give way once more, then I must make a little progress.","Lord Hague of Richmond","Conservative"
"08030572000206","1204675200","EuropeanUnion(Amendment)Bill",3,"I am grateful to my right hon. Friend for giving way. Surely one of the fundamental changes, other than the promise made in 2005 by all the parties, is that the ratchet clauses in the treaty mean that there could be fundamental changes in the future, on which Members of Parliament would have no say whatever?","Mr Nigel Evans","Conservative"
"08030572000207","1204675200","EuropeanUnion(Amendment)Bill",3,"Of course that adds to the case for a referendum. It is an issue that we debated in Committee last night, and I am pleased to say that the hon. Member for Kingston and Surbiton (Mr. Davey) and I, and Members of other parties, made common cause in saying that the use of such ratchet clauses should be subject to primary legislation, rather than the simple motion to which the Government have so far committed themselves.  Let us remind ourselves of the categoric nature of the promises made. The Conservative manifesto was clear. The Labour party manifesto stated:  “We will put it”—  that is, the European constitution—  “to the British people in a referendum and campaign wholeheartedly for a ‘Yes’ vote”.  The then Prime Minister, Tony Blair, elaborated, as he often did, to The Sun. He said:  “We don’t know what is going to happen in France, but we will have a referendum on the constitution in any event, and that is a government promise”—  I repeat—“in any event”. Asked what it was that made the European treaty constitutional in nature, the then Foreign Secretary, now the Secretary of State for Justice and Lord Chancellor, said at the Dispatch Box on 6 June 2005 that it was the creation of an EU president and an EU Foreign Minister. He said:  “Those points are central to the European constitutional treaty, and of course I see no prospect of their being brought into force, save through the vehicle of a constitutional treaty.”—[Official Report, 6 June 2005; Vol. 434, c. 1001.]  Even the most casual voter, looking to see whether the promises made at election time are fulfilled, would recognise that that combination of statements does not allow for the abandonment of the referendum when a redrafted treaty still contains the essence of its constitutional nature, as defined by the current Lord Chancellor himself.","Lord Hague of Richmond","Conservative"
"08030572000213","1204675200","EuropeanUnion(Amendment)Bill",3,"rose—","Chris Huhne","Liberal Democrat"
"08030572000214","1204675200","EuropeanUnion(Amendment)Bill",3,"rose—","Lord Taylor of Goss Moor","Liberal Democrat"
"08030572000215","1204675200","EuropeanUnion(Amendment)Bill",3,"I hope that hon. Gentlemen will wait a moment. I am coming to the Liberal Democrats’ manifesto of 2005, then I will gladly give way. That stated:  “We are therefore clear in our support for the constitution, which we believe is in Britain’s interest—but ratification must be subject to a referendum of the British people.”  A few months later, at their party conference in Blackpool, the right hon. Member for Sheffield, Hallam (Mr. Clegg) proposed a conference motion that stated:  “Any proposals which involve significant change in the relationship between the Union, the Member States and its citizens should be approved in Britain through a referendum”.  That is of interest to the Committee, because it went further even than the manifesto commitment. Not only, in the view of the then future leader of the Liberal Democrats, should the constitution be submitted to a referendum, but any proposals involving significant change in the relationship between the EU and its member states, he said, should be submitted to a referendum.  That is an interesting view. Difficult as it is to argue that the Lisbon treaty is fundamentally different from the EU constitution, relying, as the argument does, on the exaggeration of the significance of a small number of changes, when one considers the sheer sweep of the treaty’s provisions—the creation of a president and Foreign Minister, or high representative, the abolition of so many vetoes, the provision, as my hon. Friend the Member for Ribble Valley (Mr. Evans) pointed out, for the abolition of even more to come, the total collapsing of the third pillar of the EU, the widened scope of the European Court of Justice and the increased powers of the European Parliament—an argument that the treaty is not even a significant change in the relationship of the EU to the member states can only be an exercise in intellectual nonsense and political deception. And that is what it is.","Lord Hague of Richmond","Conservative"
"08030572000219","1204675200","EuropeanUnion(Amendment)Bill",3,"I am grateful to the right hon. Gentleman for giving way, because he avoided answering my previous intervention on justice and home affairs, which he and his colleagues always regarded as the most sensitive of the subjects that we are considering. Does he now accept, and will he put it on record, that the reform treaty is substantially different from the constitution in that every single aspect of justice and home affairs is subject to an opt-out or an opt-in? That is a fundamental change, which he should acknowledge.","Chris Huhne","Liberal Democrat"
"08030572000220","1204675200","EuropeanUnion(Amendment)Bill",3,"The hon. Gentleman is right to point out that there are some differences on justice and home affairs, which I will tackle shortly, between the constitution and the Lisbon treaty. However, there is an important point, which the European Scrutiny Committee has studied at length, to make. The hon. Member for Linlithgow and East Falkirk (Michael Connarty), who has spoken so often in our proceedings, pointed out that the red lines—the hon. Member for Eastleigh (Chris Huhne) was considering the red lines on justice and home affairs—leak like a sieve. That is why I am not satisfied with the changes.","Lord Hague of Richmond","Conservative"
"08030572000222","1204675200","EuropeanUnion(Amendment)Bill",3,"Let me finish my point about the Liberal Democrats before I take a further intervention.  The leader of the Liberal Democrats should be true to his original conviction. When he wrote in The Guardian on 15 October 2003, as a Member of the European Parliament, he attacked the Government for  “dismissing all calls for a referendum”  and  “playing straight into the hands of the Eurosceptics.”  He said:  “Nothing will do more damage to the pro-European movement than giving room to the suspicion that we have something to hide, that we do not have the ‘cojones’ to carry our argument to the people.”  An explanation of why the Liberal Democrat leadership’s protests in the debates have become ever more shrill is that, at some point in recent months, they have become separated from their cojones. Those unfortunate objects are now to be found impaled on a distant fence.  The argument that the Lisbon treaty is not only different from the European constitution, but so different that entire political parties are relieved of their commitment to hold a referendum does not stand up to much analytical scrutiny.","Lord Hague of Richmond","Conservative"
"08030572000228","1204675200","EuropeanUnion(Amendment)Bill",3,"The right hon. Gentleman is right to point out that every party in the House committed itself to a referendum, not least the Scottish National party, which committed itself first, and will vote for a referendum this evening. However, is not it right and proper to remember the public in the debate? Opinion poll after opinion poll shows that the overwhelming majority of supporters of the Labour party, the Conservative party, the SNP and even the Liberal Democrats want a referendum on the issue. It is no surprise that cynicism arises in the country about democratic decisions when we ride roughshod over our promises and public opinion on this matter.","Angus Robertson","Scottish National Party"
"08030572000229","1204675200","EuropeanUnion(Amendment)Bill",3,"Absolutely. That is well said. People in 10 parliamentary constituencies have had the opportunity, organised by the Electoral Reform Society, to cast a vote. It is noticeable that one of the highest turnouts and one of the largest majorities in favour of a referendum on the treaty was in the constituency of the hon. Member for Eastleigh. The margin for a referendum was vastly greater than his majority at the general election. He should reflect on that.","Lord Hague of Richmond","Conservative"
"08030572000230","1204675200","EuropeanUnion(Amendment)Bill",3,"My right hon. Friend makes a powerful case. Did he notice two other things about that interesting referendum? First, the number of votes in favour of a referendum was greater than the number of votes that the hon. Member for Eastleigh (Chris Huhne) got—","Sir John Redwood","Conservative"
"08030572000231","1204675200","EuropeanUnion(Amendment)Bill",3,"The right hon. Member for Richmond, Yorks (Mr. Hague) just said that.","Chris Bryant","Labour"
"08030572000232","1204675200","EuropeanUnion(Amendment)Bill",3,"No; my right hon. Friend said “greater than his majority”. The number of votes for the referendum was actually greater than the number that elected the hon. Member for Eastleigh on the promise to hold a referendum. Secondly, the hon. Member for Eastleigh failed in his campaign to stop people in his constituency voting on that crucial issue. Was that not an anti-democratic disgrace?","Sir John Redwood","Conservative"
"08030572000233","1204675200","EuropeanUnion(Amendment)Bill",3,"It was a shame to discourage people from voting. My right hon. Friend has picked me up on an important point. The number of votes cast and the majority may be similar in the Rhondda, but not in the rest of the country. My right hon. Friend has made an important distinction—matters are even worse for the hon. Member for Eastleigh than I imagined, because the number of votes cast in a referendum was greater than his support in the constituency.","Lord Hague of Richmond","Conservative"
"08030572000234","1204675200","EuropeanUnion(Amendment)Bill",3,"rose—","Lord Taylor of Goss Moor","Liberal Democrat"
"08030572000235","1204675200","EuropeanUnion(Amendment)Bill",3,"rose—","Chris Huhne","Liberal Democrat"
"08030458000184","1204588800","EuropeanUnion(Amendment)Bill",4,"I have selected the motion for an instruction on the European Union (Amendment) Bill, in the name of the right hon. Member for Sheffield, Hallam (Mr. Clegg). Notice of the instruction is item 59 on page 1238 of today’s Order Paper.","Lord Martin of Springburn","Crossbench"
"08030458000185","1204588800","EuropeanUnion(Amendment)Bill",4,"I beg to move,  That it be an Instruction to the Committee on the European Union (Amendment) Bill that it have power to make provision in the Bill for the holding of a referendum on the United Kingdom’s continued membership of the European Union.  I am probably not the only Member of the House who is pleased not to have to make points of order on this instruction, but instead to debate it. I guess that you, Mr. Speaker, are also pleased that I am not making points of order.  The purpose of the instruction could not be clearer: it is to put it beyond reasonable doubt that the amendments to the Bill that include a call for a referendum on Britain’s continued membership of the European Union are selectable for debate tomorrow.","Ed Davey","Liberal Democrat"
"08030458000188","1204588800","EuropeanUnion(Amendment)Bill",4,"The hon. Gentleman knows as well as most people in the House what my view is on the European Union. I believe that we should leave it. He is not arguing about the great principle of staying in or leaving the European Union, because he does not want that referendum at all. This instruction is just a weasel tactic to get out of the promise that he made to the electorate at the last general election to hold a referendum on the European treaty. Nobody who shares my opinion will be fooled by this rather disgraceful tactic.","Sir Philip Davies","Conservative"
"08030458000189","1204588800","EuropeanUnion(Amendment)Bill",4,"The hon. Gentleman could not be more wrong. Let him debate that matter tomorrow. I and my colleagues believe that our amendments on a referendum are already in order and selectable, but we recognise that not everyone in the House is yet of that opinion. That is why we have sought, from the first day of the Committee’s proceedings, to give the House the opportunity to help the Chair and clarify that such amendments are indeed within the scope of the Bill.","Ed Davey","Liberal Democrat"
"08030458000190","1204588800","EuropeanUnion(Amendment)Bill",4,"rose—","Lord Robathan","Conservative"
"08030458000191","1204588800","EuropeanUnion(Amendment)Bill",4,"rose—","Mr Nigel Evans","Conservative"
"08030458000192","1204588800","EuropeanUnion(Amendment)Bill",4,"I shall give way in a moment.  Let us be clear what the instruction is not about. It is not about the substantial point of a referendum. It is solely about enabling a debate on an in-out referendum—a debate that could occur tomorrow.","Ed Davey","Liberal Democrat"
"08030458000194","1204588800","EuropeanUnion(Amendment)Bill",4,"On a point of order, Mr. Speaker. I may be getting very old and my hearing may be going as well as everything else, but did I actually hear the hon. Gentleman say that he was seeking to help the Chair? Is he instructing the Chair?","Mrs Gwyneth Dunwoody","Labour"
"08030458000195","1204588800","EuropeanUnion(Amendment)Bill",4,"The hon. Lady would help the Chair if she did not make a point of order like that.","Lord Martin of Springburn","Crossbench"
"08030458000196","1204588800","EuropeanUnion(Amendment)Bill",4,"Will the hon. Member for Kingston and Surbiton (Mr. Davey) give way?","Lord Robathan","Conservative"
"08030458000197","1204588800","EuropeanUnion(Amendment)Bill",4,"I shall give way to the hon. Gentleman.","Ed Davey","Liberal Democrat"
"08030458000198","1204588800","EuropeanUnion(Amendment)Bill",4,"Can the hon. Gentleman confirm that he and his party stood on a manifesto commitment to have a referendum on the constitution, which is exactly the same as the Lisbon treaty? Will he show some integrity and vote for that referendum tomorrow?","Lord Robathan","Conservative"
"08030458000199","1204588800","EuropeanUnion(Amendment)Bill",4,"Order. Every hon. Member shows integrity, so the hon. Gentleman should not speak like that.","Lord Martin of Springburn","Crossbench"
"08030458000200","1204588800","EuropeanUnion(Amendment)Bill",4,"If the hon. Gentleman had attended all our debates, he would know that we do not believe that the constitutional treaty is the same as the Lisbon treaty. There are many arguments we can have about that, and no doubt we will have them tomorrow. If the hon. Gentleman votes for our instruction, we can have that debate, but if he votes against it he will prevent it from taking place","Ed Davey","Liberal Democrat"
"08030458000201","1204588800","EuropeanUnion(Amendment)Bill",4,"Will the hon. Gentleman give way?","Sir John Redwood","Conservative"
"08030458000202","1204588800","EuropeanUnion(Amendment)Bill",4,"I want to make some progress, so I shall give way to the right hon. Gentleman later.  Hon. Members may disagree with the Liberal Democrats’ proposition, and they may disagree with the proposal for a referendum. They may disagree with the Question that we wish to put, because it was proposed by the Liberal Democrats—I am afraid that one sometimes hears that opinion from others in the House. However, all such people—all our opponents—can and should vote for the instruction, because to deny debate on an in-out referendum in the context of the Bill would be undemocratic. To restrict tomorrow’s debate to only one referendum Question would limit the freedom of the House of Commons. To vote against the ideas of a significant number of MPs, and to prevent those ideas even being debated, would be to gag those Members of Parliament. The House should be the champion of freedom of speech, so we look to Members on both sides of the House to defend freedom of speech.","Ed Davey","Liberal Democrat"
"08030458000204","1204588800","EuropeanUnion(Amendment)Bill",4,"With the hon. Gentleman’s in-out referendum now, would it be in, with or without the Lisbon treaty arrangements? What arrangements would be available if people wanted to vote “out”? Has he negotiated any?","Sir John Redwood","Conservative"
"08030458000205","1204588800","EuropeanUnion(Amendment)Bill",4,"If the right hon. Gentleman looks at our amendments, he will see that they are absolutely clear. They have been tabled for some days, and we have made it clear that the in-out referendum would take place after the ratification of the treaty. I know that some hon. Members, like the right hon. Gentleman, do not share our view, but we should have that debate tomorrow on the substance of the issue. By passing the instruction, we would facilitate that debate. Denying the instruction would deny some Members the chance to vote on what they believe they put before the electorate at the election. I simply cannot believe that the Government, the Conservative Opposition or, indeed, MPs from any other party wish to curb open debate in the House.","Ed Davey","Liberal Democrat"
"08030458000206","1204588800","EuropeanUnion(Amendment)Bill",4,"The Liberal policy on the referendum is apparently encapsulated in early-day motion 1083, which was tabled in the name of the Leader of the Liberal Democrat party. It says that a referendum  “will force off the fence those political parties that seek to obscure from the public their true policy towards Europe”.  I have sought to add the words “including the Liberal Democrat party” to the EDM through my amendment. Does the hon. Gentleman not agree that the EDM is a bogus, vacuous attempt to obscure what the Liberal Democrat policies towards Europe really are? They are very different at the local level from what they are in Parliament.","David Taylor","Labour (Co-op)"
"08030458000208","1204588800","EuropeanUnion(Amendment)Bill",4,"Absolutely not. The hon. Gentleman should vote for the instruction, so that he can challenge us in debate tomorrow. What is he afraid of? [Interruption.] We have one convert, and I hope that we will have more. Will they vote for democratic debate in the House of Commons?","Ed Davey","Liberal Democrat"
"08030458000209","1204588800","EuropeanUnion(Amendment)Bill",4,"Will the hon. Gentleman clarify a simple point? When the constitutional treaty, as he said, was around and his party members looked at it, they said that it transferred more powers than this measure. Why, at that stage, did they go for a referendum on the constitutional treaty, and not an in-out referendum, if it transferred more powers? Why have they suddenly come to this measure now?","Sir Iain Duncan Smith","Conservative"
"08030458000210","1204588800","EuropeanUnion(Amendment)Bill",4,"We believe that it amounts to the same thing. If the right hon. Gentleman had listened to my right hon. and learned Friend the Member for North-East Fife (Sir Menzies Campbell), the then Leader of our party, he would know that he said that at the time.  The Government say that through their business motions they wish to promote debate. Ministers have told us that they are keen to find innovative ways to enable the House to debate all aspects of the Bill, and to make our debates more accessible to the public, and we have used a 19th century procedure to help the Government to achieve that. The general public simply do not understand why an elected Member of Parliament should not be allowed to debate and vote on the Question. They want the Government of the day to ensure that such a debate is held.","Ed Davey","Liberal Democrat"
"08030458000212","1204588800","EuropeanUnion(Amendment)Bill",4,"I recollect that very amendment to the Gracious Speech, because I supported it and voted for it. We have had that debate, and the only way to get a referendum for the people is to vote for a referendum on the Lisbon treaty tomorrow.","Mr Peter Bone","Independent"
"08030458000213","1204588800","EuropeanUnion(Amendment)Bill",4,"I was grateful for the hon. Gentleman’s support on 14 November, when he and five other Conservative Members voted with the Liberal Democrats, but that was before the Lisbon treaty was signed. Furthermore, our amendment was not contingent on the ratification of the Lisbon treaty, which is the point of our amendment today.  Turning to the Conservative position, Conservative Members have said in Committee and on many other occasions that they want to promote more open debate and that they do not like guillotines, programme motions and knives. Well, here is a test for them: they should vote for this instruction and for the House to have as many options as possible tomorrow in order to promote an open and wide debate. If they do not do so, we will not be able to take their protestations on future procedural motions in all sincerity, and, more importantly, the country will not be able to take their commitment to freedom of speech seriously.","Ed Davey","Liberal Democrat"
"08030458000215","1204588800","EuropeanUnion(Amendment)Bill",4,"In response to my right hon. Friend the Member for Chingford and Woodford Green (Mr. Duncan Smith), the hon. Gentleman said that an in-out referendum would amount to the same thing as a referendum on the constitutional treaty. In that case, he should vote for a referendum on the Lisbon treaty on the basis that it amounts to the same thing as an in-out referendum?","Sir Bernard Jenkin","Conservative"
"08030458000216","1204588800","EuropeanUnion(Amendment)Bill",4,"The message is clearly not getting through, which is yet another reason why we should have the debate tomorrow, when we can explain it to again and again to make it absolutely clear. For the hon. Gentleman’s sake, I shall repeat some of the basic arguments. For a start, the constitutional treaty, unlike the Lisbon treaty, contains the treaty of Rome, the treaty of Maastricht, the Single European Act, the treaty of Nice and the treaty of Amsterdam, so a vote on that document would be a vote on all the rules and the whole EU constitution.  In 2006, the right hon. Member for Richmond, Yorks (Mr. Hague) said that the constitutional treaty was a constitution, not simply a treaty, and as such would have revolutionised the European Union. He was right, which is why there was a case for a referendum. The nearest question with which this House can provide the people of Britain is an in-out referendum, which is nearest to the manifesto promises on which most hon. Members stood.","Ed Davey","Liberal Democrat"
"08030458000218","1204588800","EuropeanUnion(Amendment)Bill",4,"If there had been a vote on the constitution, it would have been a vote against a rulebook. How can one remain a member of a club when one has rejected its rules? It would have been an in-out referendum.","Mr Adrian Sanders","Liberal Democrat"
"08030458000219","1204588800","EuropeanUnion(Amendment)Bill",4,"Indeed. Both the Prime Minister and the then leader of the Liberal Democrats talked in exactly those terms. In the spirit of upholding parliamentary democracy, I appeal to the other parties to back our instruction today.","Ed Davey","Liberal Democrat"
"08030458000220","1204588800","EuropeanUnion(Amendment)Bill",4,"If we are committed to democracy, we can disagree with the rulebook while remaining committed to the overall organisation. When France and Holland said no, their positions were regarded as completely democratic and nobody said that they should leave, which is why we should have a referendum on this particular rulebook. The hon. Gentleman’s proposition is undemocratic blackmail.","Baroness Stuart of Edgbaston","Crossbench"
"08030458000221","1204588800","EuropeanUnion(Amendment)Bill",4,"The hon. Lady is entitled to her view, but I ask her to back our instruction to allow us to have a full debate tomorrow. Why is she afraid of having a debate? Indeed, what are the other parties afraid of today, and why are they trying to curb debate in the House of Commons?","Ed Davey","Liberal Democrat"
"08030458000223","1204588800","EuropeanUnion(Amendment)Bill",4,"Order. The hon. Gentleman has indicated that he will not give way.","Lord Martin of Springburn","Crossbench"
"08030458000224","1204588800","EuropeanUnion(Amendment)Bill",4,"If the other parties in this House are not prepared to vote for this instruction and to have the debate tomorrow, one must question their motives. [Interruption.]","Ed Davey","Liberal Democrat"
"08030458000225","1204588800","EuropeanUnion(Amendment)Bill",4,"Order. Hon. Members must allow the hon. Gentleman to speak.","Lord Martin of Springburn","Crossbench"
"0803035000771","1204502400","EuropeanUnion(Amendment)Bill",5,"I beg to move amendment No. 39, page 2, leave out lines 12 and 13 and insert—  ‘(c) may be made only if a draft of the order has been—  (i) laid before Parliament; and  (ii) approved by a resolution of each House’.  Clause 3 is, if one includes the schedule attached to it, the longest part of the Bill. Together they run to some three and a half pages. On that ground alone, it is worth studying in some detail.  The clause is headed “Changes of terminology”, which rather implies that these are technical matters, but I shall, I hope, show that it deals with substantive matters of importance. For instance, the schedule attached to the clause makes nearly 50 amendments to the European Communities Act 1972, the founding Act that has governed our relationship to the European Union ever since that date. Clearly, those are matters of substance.  One of the purposes of clause 3 and its schedule is to delete references to “European Community” and replace them with “European Union”. That is not a technical change; it is a matter of substance, because the two are not the same. To remind the Committee, when we joined the Common Market, as it was then called, there were three treaties: the European Coal and Steel Community treaty signed in 1951; the European Atomic Energy Community treaty, usually known as EURATOM; and the European Economic Community treaty, usually abbreviated to the EEC, set up by the treaty of Rome in 1957. Collectively, those treaties formed what were known as the European Communities.  Since that time, the coal and steel treaty has expired and is no more. EURATOM still exists but is only of marginal significance—that is not to say that the European Union will not legislate on energy and atomic power; under the additional sections in the treaty of Lisbon, I anticipate that it will pass a great deal more legislation on that, but not through EURATOM. For the purposes of this debate, therefore, we can ignore that treaty.  A separate treaty on the EU, the Maastricht treaty, renamed the EEC the EC, and crucially, added two intergovernmental pillars, the first dealing with common foreign and security policy, and the second with justice and home affairs. That was a critical and innovative solution, and in my view and that of many of my persuasion, the intergovernmental method of co-operation is to be preferred. It cuts out the monopoly of initiative enjoyed by the European Commission, and does not come under the jurisdiction of the European Court. But it allows for extensive international co-ordination and co-operation in tackling matters of common interest.  Today, essentially, we have two treaties. We have the EC treaty, derived originally from the treaty of Rome, as then amended by the Single European Act, the Amsterdam treaty, the Nice treaty and so on. Separately, we have the EU treaty from Maastricht, covering the intergovernmental areas.  The current treaty abolishes the EC. Article 1 of the treaty states:  “The Union shall replace and succeed the European Community.”  Crucially, however, the EU will also include those previous intergovernmental policy areas that I have described, such as the common foreign and security policy and parts of criminal justice and policing.","Mr David Heathcoat-Amory","Conservative"
"0803035000780","1204502400","EuropeanUnion(Amendment)Bill",5,"My right hon. Friend has made an important point. Is he saying that the treaty, and clause 3 in particular, abolishes what was the European Community? Was it not precisely on the claim that the European constitution abolished the former structures and replaced them with a new one that the Government based their promise of a referendum? They said that this treaty did not do that, and that therefore we did not need a referendum. Now my right hon. Friend is saying that the treaty does do that—in which case, surely, the Government’s promise of a referendum would have to be reinstated even if we believed in their rather bogus excuse for getting out of it.","Lord Lilley","Conservative"
"0803035000781","1204502400","EuropeanUnion(Amendment)Bill",5,"My right hon. Friend is spot on. This treaty does exactly the same as the constitutional treaty: it founds a Union that encapsulates and incorporates all the EC and EU treaties, and indeed establishes a single legal personality for the purpose.","Mr David Heathcoat-Amory","Conservative"
"0803035000782","1204502400","EuropeanUnion(Amendment)Bill",5,"My right hon. Friend may not have heard some remarks I made during the last debate about the mandate which—as he knows very well, because he is a fellow member of the European Scrutiny Committee—was brought in through the back door, in deceitful circumstances, on 20 June last year. Does he agree that it had the effect not only of replacing the word “Community” with the word “Union”—with, as he said, a single legal personality replacing and succeeding the Community—but of collapsing many of the pillars that he mentioned earlier, thus undermining the whole constitutional basis on which the original arrangements were made? That fundamental change is the reason why we should now have a referendum.","Sir William Cash","Conservative"
"0803035000783","1204502400","EuropeanUnion(Amendment)Bill",5,"rose—","Mr David Heathcoat-Amory","Conservative"
"0803035000785","1204502400","EuropeanUnion(Amendment)Bill",5,"I am well aware of the narrowness of the amendment, Sir Michael, but I wish to put it in the context of what is happening to the EC, as opposed to the EU. As you will see, a large part of clause 3 is concerned with replacing the EC with the EU. I agree with my hon. Friend the Member for Stone (Mr. Cash) that the two are not the same. Clause 3 attempts something of a three-card trick, making what are apparently name changes but, in fact, changing the substance. The EU will not only replace the EC but include the formerly intergovernmental aspects of common foreign and security policy, criminal justice and policing. Moreover, subsections (4) and (5), which are the subject of my amendment, give the Secretary of State or the Treasury power to  “make other amendments of Acts or instruments”.  That is quite a wide power. The amendments are not defined or limited, and the power obviously includes power to amend primary and secondary legislation. The amendments must “reflect changes in terminology”, but are not limited to such changes.  We are not simply dealing with changes of name. Just as the change from EC to EU is a matter of substance, other matters of terminology could and, in my view, will entail substantive and material changes.","Mr David Heathcoat-Amory","Conservative"
"0803035000788","1204502400","EuropeanUnion(Amendment)Bill",5,"Terms are important, and people understand their significance. We have moved from a common market to a European Economic Community to a European Community to a European Union. Could it not be said that we are not far off becoming a Federated State of Europe?","Kelvin Hopkins","Independent"
"0803035000789","1204502400","EuropeanUnion(Amendment)Bill",5,"The hon. Gentleman is right. There has been a baffling series of name changes, all of them in the wrong direction. In the Convention on the Future of Europe, I—along with some other delegates—suggested yet another name change, but a change in the right direction. We proposed a Europe of democracies. We submitted a minority report to give effect to such a concept, which is essentially intergovernmental. I agree with the hon. Gentleman that names and terms are important. Whichever direction we take, it is vital that the House has the right to scrutinise and authorise the changes when they are made. I commend my rather modest amendment, which would ensure that so-called terminological changes are made by affirmative resolution, giving both Houses an express decision, replacing the negative resolution procedure whereby the changes are made unless they are emphatically blocked.","Mr David Heathcoat-Amory","Conservative"
"0803035000790","1204502400","EuropeanUnion(Amendment)Bill",5,"I am genuinely trying to understand the right hon. Gentleman. Is he arguing that if we do not agree to his amendments to schedule 1 and to some of the name changes, the intergovernmental nature of some of the policy areas that the Government currently feel are protected will lose that protection because we are merging the Community into the Union, so making those policy areas vulnerable? Is that his key point?","Baroness Stuart of Edgbaston","Crossbench"
"0803035000791","1204502400","EuropeanUnion(Amendment)Bill",5,"No, that is not my argument. The so-called innocuous change from EC to EU is not simply a change of terminology, because the EU incorporates not just the EC, but intergovernmental policy areas such as common foreign and security policy and criminal justice. In the same way, the other changes that the Government may propose to give effect to the treaty in existing UK legislation will also encompass matters of substance and are not simply matters of terminology.  To demonstrate that, I need to pick up a number of themes that have emerged in the debates so far. The first point is that the treaty is almost the same as the European constitution, which failed at the hands of the French and Dutch electorates. That observation is now not seriously contested by Ministers. There are a few apologists from the Labour Back Benches who occasionally pretend that they are two different treaties but the Select Committee reports are decisive on this. When the Prime Minister says that the constitutional approach has been abandoned, he must know that that refers only to the form of the treaties rather than to their substance. The constitutional treaty brought the two treaties into a single document; the present one simply amends the two existing treaties without formally merging them. In substance and legal effect, however, the two treaties are the same.","Mr David Heathcoat-Amory","Conservative"
"0803035000793","1204502400","EuropeanUnion(Amendment)Bill",5,"My right hon. Friend is making the case that the use of the word “Union” and the change in terminology have greater importance than they are given. At the same time, however, he is trying to make the case that it is not of great importance to cease to have a constitution and to have instead a treaty. I should have thought that he would agree that to have a treaty between sovereign nations rather than a constitution is a fundamental difference, even though I agree that the Government’s promise on a referendum certainly did not contain that caveat.","Lord Deben","Conservative"
"0803035000794","1204502400","EuropeanUnion(Amendment)Bill",5,"I judge treaties and constitutions by their substance and effect. It is now indisputable that the substance of the treaty of Lisbon is in almost all cases the same as that of the constitutional treaty. That was the conclusion of the European Scrutiny Committee and that of the Foreign Affairs Committee, in so far as it looked into the foreign policy implications of the treaty. That is good enough for me. It may be a coincidence that I serve on both of those Committees, but I did support their conclusions; both, of course, have Labour Chairmen and majorities. Therefore, it is beyond dispute that they are the same document in legal effect.  It follows from that that the many amendments that the Government tabled to the constitutional treaty during the Convention on the Future of Europe also apply to the treaty of Lisbon. As most of their amendments failed, it also follows that many unamended parts of the treaty are not to the Government’s liking, and also that any changes that the Government might seek to make to existing United Kingdom laws by using this part of the Bill are not to their liking either as they were the subject of failed British Government amendments. That is an additional reason for them to be closely scrutinised by the Committee on a case-by-case basis according to the affirmative procedure.  My next theme is that this treaty is not a reform treaty, despite its earlier name. The Laeken declaration of December 2001 set in train a reform process. It recognised that decision making in the EU was remote, that the whole procedure had lost the confidence of the public, that the treaties were too complex and not democratic enough, and that the EU was interfering  too minutely in the lives of ordinary citizens. Instead of following that reform instruction, the Convention on the Future of Europe consolidated more powers in the very institutions that were the cause of the disillusionment in the first place, and where reforming amendments were tabled, such as to the EU budget, they were ignored. It follows from that that the UK Bills to be amended in accordance with this clause will not reflect the reform process that the British Government supported. It is also worth noting that much of the UK legislation to be amended was passed some years ago when genuine reform of the EU was in prospect. Therefore, when the House passed provisions in those Bills referring to the European Union, it might have confidently expected that the relevant sections of the treaty concerned would be reformed, instead of which reform has been ignored and powers have been consolidated at the EU.  My next theme is, therefore, the failure of subsidiarity. Not only has the reform process taken more powers upwards, but the subsidiarity principle is not working. That principle dictates that the EU can act only if the objective or policy cannot be achieved adequately at national level. That has been in treaty law since 1993, but it has not been an effective check on the EU’s activities. Examples have been given in previous debates of how even the exchange of best practice at EU level has been thought sufficient to justify EU action. Nor has the European Court of Justice been an effective check on subsidiarity. How could it be, as it is itself an EU institution? It is part of the project, and under the treaty of Lisbon matters will get worse as it will be required by treaty law to practise “mutual sincere cooperation” with the other institutions of the EU. Therefore, the subsidiarity check for national Parliaments, which is supposedly a new feature of the treaty of Lisbon, is something of a sham.","Mr David Heathcoat-Amory","Conservative"
"0803035000798","1204502400","EuropeanUnion(Amendment)Bill",5,"Does my right hon. Friend accept that the extension of exclusive or shared competences turns the whole question of subsidiarity inside out, because national Parliaments will not be able to legislate, by statutory instrument or otherwise, in the spheres in which those competences are being granted, and that this is therefore just a monumental con trick?","Sir William Cash","Conservative"
